term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Fall 2026,University Park,MATH,318,003,23190,Elementary Probability,,LEC,UGRD,T Th,12:05 PM-1:20 PM,Willard Bldg 158,Cynthia LaJambe,4,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 318.003,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029430&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23190&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,318,004,23349,Elementary Probability,,LEC,UGRD,T Th,1:35 PM-2:50 PM,Willard Bldg 258,Cynthia LaJambe,12,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 318.004,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029430&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23349&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,318,005,23926,Elementary Probability,,LEC,UGRD,M W F,3:35 PM-4:25 PM,Willard Bldg 358,Kimberly Roth,19,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 318.005,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029430&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23926&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,319,001,21143,Elementary Mathematical Statistics,,LEC,UGRD,M W F,11:15 AM-12:05 PM,Willard Bldg 258,Zhexuan Yang,13,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 319.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029431&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21143&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,319,002,23375,Elementary Mathematical Statistics,,LEC,UGRD,M W F,3:35 PM-4:25 PM,Willard Bldg 258,Minju Shin,19,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 319.002,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029431&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23375&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,319,003,24159,Elementary Mathematical Statistics,,LEC,UGRD,T Th,12:05 PM-1:20 PM,Benkovic Bldg 102,Marjorie Bond,14,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 319.003,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029431&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24159&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,400,001,23927,Teaching in Mathematics,,LEC,UGRD,,,,"Nicholas Stepanik, David Nieves, Amine Benkiran",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029451&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23927&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,401,001,21144,Introduction to Analysis I,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Huck Life Sciences Bldg 011,Helge Jenssen,30,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029452&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21144&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,403,001,21145,Classical Analysis I,,LEC,UGRD,T Th,10:35 AM-11:50 AM,Huck Life Sciences Bldg 009,Peter Morfe,36,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029457&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21145&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,403,002,21146,Classical Analysis I,,LEC,UGRD,T Th,1:35 PM-2:50 PM,Hammond Bldg 219,scott schmieding,17,42,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029457&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21146&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,403H,001,23886,Honors Classical Analysis I,,LEC,UGRD,T Th,1:35 PM-2:50 PM,Thomas Bldg 216,Boris Kalinin,18,30,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029458&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23886&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,405,001,21147,Advanced Calculus for Engineers and Scientists I,,LEC,UGRD,M W F,12:20 PM-1:10 PM,Willard Bldg 367,Jessica Conway,20,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029462&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21147&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,405,002,21148,Advanced Calculus for Engineers and Scientists I,,LEC,UGRD,M W F,9:05 AM-9:55 AM,Hammond Bldg 219,Jessica Conway,31,42,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029462&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21148&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,411,001,21149,Ordinary Differential Equations,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Osmond Lab 112,Alberto Bressan,20,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029474&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21149&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,411,002,21150,Ordinary Differential Equations,,LEC,UGRD,M W F,2:30 PM-3:20 PM,Huck Life Sciences Bldg 011,Joseph Roberts,15,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029474&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21150&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414,001,22267,Introduction to Probability Theory,,LEC,UGRD,M W F,12:20 PM-1:10 PM,Thomas Bldg 201,Samuel Baugh,5,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042000&CRSE_OFFER_NBR=9&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22267&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414,002,22269,Introduction to Probability Theory,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Willard Bldg 360,Zhexuan Yang,5,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414.002,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042000&CRSE_OFFER_NBR=9&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22269&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414,003,22270,Introduction to Probability Theory,,LEC,UGRD,M W F,3:35 PM-4:25 PM,Willard Bldg 062,Zhexuan Yang,6,23,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414.003,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042000&CRSE_OFFER_NBR=9&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22270&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414,004,22273,Introduction to Probability Theory,,LEC,UGRD,T Th,10:35 AM-11:50 AM,Willard Bldg 258,Zhibiao Zhao,5,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414.004,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042000&CRSE_OFFER_NBR=9&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22273&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414,005,24100,Introduction to Probability Theory,,LEC,UGRD,T Th,12:05 PM-1:20 PM,Willard Bldg 073,Zhibiao Zhao,4,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414.005,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042000&CRSE_OFFER_NBR=9&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24100&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,414H,001,26995,Honors Introduction to Probability Theory,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Boucke Bldg 317,Samuel Baugh,5,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 414H,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029482&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=26995&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,415,001,22275,Introduction to Mathematical Statistics,,LEC,UGRD,M W F,10:10 AM-11:00 AM,Willard Bldg 358,Subhankar Bhadra,6,23,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 415.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042002&CRSE_OFFER_NBR=6&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22275&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,415,002,22710,Introduction to Mathematical Statistics,,LEC,UGRD,M W F,2:30 PM-3:20 PM,Ag Engineering 113,Armine Bagyan,5,23,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 415.002,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042002&CRSE_OFFER_NBR=6&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22710&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,415,003,22942,Introduction to Mathematical Statistics,,LEC,UGRD,M W F,12:20 PM-1:10 PM,Willard Bldg 360,Armine Bagyan,5,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 415.003,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042002&CRSE_OFFER_NBR=6&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22942&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,415,004,23529,Introduction to Mathematical Statistics,,LEC,UGRD,T Th,10:35 AM-11:50 AM,Willard Bldg 260,YUBAI YUAN,3,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 415.004,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042002&CRSE_OFFER_NBR=6&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23529&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,416,001,22276,Stochastic Modeling,,LEC,UGRD,T Th,12:05 PM-1:20 PM,Willard Bldg 273,Naveen Gupta,4,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 416.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042004&CRSE_OFFER_NBR=4&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22276&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,418,001,22277,Introduction to Probability and Stochastic Processes for Engineering,,LEC,UGRD,M W F,10:10 AM-11:00 AM,Willard Bldg 373,Maxwell Hahn,2,5,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 418.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042005&CRSE_OFFER_NBR=4&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22277&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,418,002,22279,Introduction to Probability and Stochastic Processes for Engineering,,LEC,UGRD,M W F,3:35 PM-4:25 PM,Ag Science & Industries 107,Ross Cohen-Kristiansen,6,10,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: STAT/MATH 418.002,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=042005&CRSE_OFFER_NBR=4&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22279&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,419,001,23180,Theoretical Mechanics,,LEC,UGRD,M W F,3:35 PM-4:25 PM,ECoRE Bldg 301,Irina Mocioiu,16,19,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: MATH/PHYS 419.001,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=036070&CRSE_OFFER_NBR=4&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23180&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,421,001,21171,Complex Analysis,,LEC,UGRD,T | Th,10:35 AM-11:50 AM | 10:35 AM-11:50 AM,Thomas Bldg 209 | Willard Bldg 171,Victoria Sadovskaya,7,25,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029496&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21171&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
