term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Fall 2026,University Park,MATH,550,001,24162,Numerical Linear Algebra,,LEC,GRAD,M W F,1:25 PM-2:15 PM,McAllister Bldg 113,James Brannick,19,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029684&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24162&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,551,001,27290,Numerical Solution of Ordinary Differential Equations,,LEC,GRAD,M W F,2:30 PM-3:20 PM,McAllister Bldg 106,Xiantao Li,17,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029685&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27290&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,558,001,27292,Foundations of Mathematics I,,LEC,GRAD,M W F,2:30 PM-3:20 PM,McAllister Bldg 113,Jan Reimann,10,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029694&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27292&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,567,001,27295,Number Theory I,,LEC,GRAD,M W F,9:05 AM-9:55 AM,McAllister Bldg 113,Kirsten Eisentraeger,12,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029704&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27295&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,580,001,27296,Introduction to Applied Mathematics I,,LEC,GRAD,M W F,10:10 AM-11:00 AM,McAllister Bldg 106,Andrew Belmonte,14,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029720&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27296&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,001,21277,Individual Studies,,IND,GRAD,,,,Pierre-Emmanuel Jabin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21277&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,002,21278,Individual Studies,,IND,GRAD,,,,Naser Talebizadeh Sardari,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21278&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,003,21279,Individual Studies,,IND,GRAD,,,,Kirsten Eisentraeger,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21279&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,004,21280,Individual Studies,,IND,GRAD,,,,Helge Jenssen,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21280&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,005,21281,Individual Studies,,IND,GRAD,,,,Mihran Papikian,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21281&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,006,21282,Individual Studies,,IND,GRAD,,,,Jeffrey Case,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21282&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,007,21283,Individual Studies,,IND,GRAD,,,,Anton Petrunin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21283&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,008,21284,Individual Studies,,IND,GRAD,,,,Christopher Griffin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21284&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,009,21285,Individual Studies,,IND,GRAD,,,,Ae Ja Yee,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21285&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,010,21309,Individual Studies,,IND,GRAD,,,,scott schmieding,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21309&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,011,21310,Individual Studies,,IND,GRAD,,,,Vladimir Itskov,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21310&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,012,21311,Individual Studies,,IND,GRAD,,,,Robert Vaughan,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21311&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,013,21312,Individual Studies,,IND,GRAD,,,,Leonid Berlyand,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21312&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,014,21313,Individual Studies,,IND,GRAD,,,,Xiantao Li,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21313&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,015,21314,Individual Studies,,IND,GRAD,,,,Yuriy Zarkhin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21314&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,016,21315,Individual Studies,,IND,GRAD,,,,John Harlim,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21315&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,017,21316,Individual Studies,,IND,GRAD,,,,Sergei Tabachnikov,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21316&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,018,22514,Individual Studies,,IND,GRAD,,,,Jack Huizenga,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22514&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,019,22515,Individual Studies,,IND,GRAD,,,,Nigel Higson,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22515&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,020,22516,Individual Studies,,IND,GRAD,,,,Peter Hintz,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22516&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,029,24134,Individual Studies,,IND,GRAD,,,,Wenrui Hao,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24134&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,21,23724,Individual Studies,,IND,GRAD,,,,Federico Rodriguez Hertz,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23724&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,22,23725,Individual Studies,,IND,GRAD,,,,Paul Milewski,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23725&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,23,23726,Individual Studies,,IND,GRAD,,,,Ping Xu,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23726&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,24,23727,Individual Studies,,IND,GRAD,,,,Jan Reimann,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23727&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,25,23728,Individual Studies,,IND,GRAD,,,,Jairo Bochi,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23728&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,26,23729,Individual Studies,,IND,GRAD,,,,John Lesieutre,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23729&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,27,23734,Individual Studies,,IND,GRAD,,,,Amita Malik,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23734&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,596,28,23735,Individual Studies,,IND,GRAD,,,,"Anna Mazzucato, Leonid Berlyand",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029743&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23735&SSR_COMPONENT=IND,2026-08-20T09:57:42-04:00,
